Time (+08),Latitude,Longitude,Course,kts,mph,feet,Rate,Reporting Facility
Thu 01:08:39 PM,2.6911,101.709,↘ 149°,209,241,1275,1114, FlightAware ADS-B (KUL / WMKK)
Thu 01:08:56 PM,2.6756,101.7127,↓ 178°,235,270,1575,1591, FlightAware ADS-B (SZB / WMSA)
Thu 01:09:12 PM,2.6564,101.7105,↓ 183°,259,298,2150,2583, FlightAware ADS-B (SZB / WMSA)
Thu 01:09:32 PM,2.6313,101.7117,↓ 175°,269,310,3125,3235, FlightAware ADS-B (SZB / WMSA)
Thu 01:10:03 PM,2.5928,101.7152,↓ 175°,275,316,4900,3369, FlightAware ADS-B (SZB / WMSA)
Thu 01:10:33 PM,2.5538,101.718,↓ 176°,284,327,6550,2875, FlightAware ADS-B (SZB / WMSA)
Thu 01:11:03 PM,2.5133,101.7212,↓ 176°,285,328,7775,1750, FlightAware ADS-B (SZB / WMSA)
Thu 01:11:33 PM,2.4729,101.7242,↓ 176°,290,334,8300,990, FlightAware ADS-B (MKZ / WMKM)
Thu 01:11:53 PM,2.4474,101.7319,↘ 152°,293,337,8600,1021, FlightAware ADS-B (MKZ / WMKM)
Thu 01:12:20 PM,2.4161,101.7528,↘ 146°,293,337,9100,1430, FlightAware ADS-B (KUL / WMKK)
Thu 01:12:36 PM,2.4014,101.7678,↘ 124°,298,343,9625,2790, FlightAware ADS-B (MKZ / WMKM)
Thu 01:13:10 PM,2.3797,101.8108,↘ 117°,303,349,11425,2954, FlightAware ADS-B (KUL / WMKK)
Thu 01:13:41 PM,2.36,101.8487,↘ 117°,310,357,12825,2637, FlightAware ADS-B (KUL / WMKK)
Thu 01:14:12 PM,2.3393,101.8892,↘ 117°,319,367,14150,2434, FlightAware ADS-B (MKZ / WMKM)
Thu 01:14:42 PM,2.3187,101.9295,↘ 117°,331,381,15300,2300, FlightAware ADS-B (MKZ / WMKM)
Thu 01:15:12 PM,2.2976,101.9712,↘ 117°,339,390,16450,2450, FlightAware ADS-B (MKZ / WMKM)
Thu 01:15:42 PM,2.276,102.0136,↘ 117°,342,394,17750,2150, FlightAware ADS-B (MKZ / WMKM)
Thu 01:16:12 PM,2.2544,102.0562,↘ 117°,356,410,18600,1279, FlightAware ADS-B (MKZ / WMKM)
Thu 01:16:43 PM,2.2309,102.1024,↘ 117°,383,441,19050,1048, FlightAware ADS-B (SZB / WMSA)
Thu 01:17:15 PM,2.2032,102.1543,↘ 121°,392,451,19700,1452, FlightAware ADS-B (SZB / WMSA)
Thu 01:17:45 PM,2.1737,102.2023,↘ 121°,402,463,20550,1850, FlightAware ADS-B (MKZ / WMKM)
Thu 01:18:15 PM,2.1453,102.2492,↘ 121°,406,467,21550,2025, FlightAware ADS-B (WMAP)
Thu 01:18:45 PM,2.1152,102.2986,↘ 121°,409,471,22575,1893, FlightAware ADS-B (WMAP)
Thu 01:19:16 PM,2.0847,102.3488,↘ 121°,415,478,23475,1746, FlightAware ADS-B (MKZ / WMKM)
Thu 01:19:46 PM,2.0547,102.398,↘ 121°,417,480,24350,1600, FlightAware ADS-B (MKZ / WMKM)
Thu 01:20:16 PM,2.0253,102.4462,↘ 121°,415,478,25075,1275, FlightAware ADS-B (WMAP)
Thu 01:20:46 PM,1.9954,102.4955,↘ 121°,418,481,25625,1050, FlightAware ADS-B (WSAG)
Thu 01:21:16 PM,1.9643,102.5465,↘ 121°,425,489,26125,975, FlightAware ADS-B (WMAP)
Thu 01:21:46 PM,1.9335,102.5971,↘ 121°,430,495,26600,875, FlightAware ADS-B (WMAP)
Thu 01:22:16 PM,1.9019,102.649,↘ 121°,433,498,27000,400, FlightAware ADS-B (WMAP)
Thu 01:22:46 PM,1.8727,102.6968,↘ 121°,430,495,27000,, FlightAware ADS-B (JHB / WMKJ)
Thu 01:23:16 PM,1.8396,102.7512,↘ 121°,433,498,27000,, FlightAware ADS-B (WMAP)
Thu 01:23:47 PM,1.8092,102.8011,↘ 121°,431,496,27000,-197, FlightAware ADS-B (JHB / WMKJ)
Thu 01:24:17 PM,1.7799,102.8491,↘ 121°,422,486,26800,-675, FlightAware ADS-B (WSAG)
Thu 01:24:47 PM,1.7488,102.9002,↘ 121°,415,478,26325,-975, FlightAware ADS-B (WSAG)
Thu 01:25:17 PM,1.7184,102.9501,↘ 121°,408,470,25825,-1100, FlightAware ADS-B (WSAG)
Thu 01:25:47 PM,1.689,102.9983,↘ 121°,403,464,25225,-1550, FlightAware ADS-B (JHB / WMKJ)
Thu 01:26:17 PM,1.6606,103.0451,↘ 121°,397,457,24275,-1875, FlightAware ADS-B (WSAG)
Thu 01:26:47 PM,1.6318,103.0923,↘ 122°,392,451,23350,-1909, FlightAware ADS-B (WMAP)
Thu 01:27:12 PM,1.5991,103.1248,↘ 148°,386,444,22525,-1863, FlightAware ADS-B (QPG / WSAP)
Thu 01:27:49 PM,1.5392,103.1496,↓ 158°,379,436,21425,-1813, FlightAware ADS-B (WSAC)
Thu 01:28:19 PM,1.4906,103.1694,↓ 158°,375,432,20500,-1800, FlightAware ADS-B (XSP / WSSL)
Thu 01:28:49 PM,1.4437,103.1882,↓ 158°,370,426,19625,-1700, FlightAware ADS-B (WSAC)
Thu 01:29:19 PM,1.397,103.2067,↓ 159°,366,421,18800,-1575, FlightAware ADS-B (QPG / WSAP)
Thu 01:29:49 PM,1.3495,103.2262,↘ 154°,357,411,18050,-2000, FlightAware ADS-B (WSAC)
Thu 01:30:07 PM,1.3258,103.2455,↘ 131°,366,421,17200,-2344, FlightAware ADS-B (TGA / WSAT)
Thu 01:30:37 PM,1.2969,103.2863,↘ 126°,367,422,16175,-1650, FlightAware ADS-B (TGA / WSAT)
Thu 01:31:07 PM,1.2664,103.3273,↘ 126°,353,406,15550,-1025, FlightAware ADS-B (TGA / WSAT)
Thu 01:31:37 PM,1.2387,103.3653,↘ 126°,335,386,15150,-1075, FlightAware ADS-B (TGA / WSAT)
Thu 01:32:07 PM,1.2115,103.4028,↘ 126°,325,374,14475,-1451, FlightAware ADS-B (JHB / WMKJ)
Thu 01:32:38 PM,1.1848,103.4394,↘ 126°,320,368,13675,-1549, FlightAware ADS-B (JHB / WMKJ)
Thu 01:33:08 PM,1.1586,103.4754,↘ 126°,316,364,12900,-1650, FlightAware ADS-B (JHB / WMKJ)
Thu 01:33:38 PM,1.1323,103.5114,↘ 126°,314,361,12025,-1400, FlightAware ADS-B (WSAG)
Thu 01:34:08 PM,1.1078,103.5454,↘ 126°,300,345,11500,-875, FlightAware ADS-B (TGA / WSAT)
Thu 01:34:38 PM,1.0842,103.5781,↘ 126°,280,322,11150,-1008, FlightAware ADS-B (SIN / WSSS)
Thu 01:35:09 PM,1.0615,103.6091,↘ 126°,273,314,10475,-1330, FlightAware ADS-B (QPG / WSAP)
Thu 01:35:31 PM,1.0436,103.6336,↘ 126°,268,308,9975,-1413, FlightAware ADS-B (QPG / WSAP)
Thu 01:36:01 PM,1.0229,103.6619,↘ 126°,271,312,9250,-1439, FlightAware ADS-B (JHB / WMKJ)
Thu 01:36:20 PM,1.0085,103.683,↘ 120°,265,305,8800,-1313, FlightAware ADS-B (WSAG)
Thu 01:36:41 PM,0.9994,103.7068,→ 108°,260,299,8375,-1054, FlightAware ADS-B (QPG / WSAP)
Thu 01:36:57 PM,0.9969,103.7237,→ 96°,251,289,8150,-750, FlightAware ADS-B (WSAG)
Thu 01:37:27 PM,0.9939,103.7544,→ 96°,222,255,7800,-1111, FlightAware ADS-B (WSAG)
Thu 01:37:51 PM,0.9911,103.7814,→ 96°,211,243,7150,-1607, FlightAware ADS-B (WSAG)
Thu 01:38:09 PM,0.9951,103.7964,↗ 62°,201,231,6675,-1372, FlightAware ADS-B (XSP / WSSL)
Thu 01:38:38 PM,1.0115,103.8181,↗ 51°,197,227,6075,-1195, FlightAware ADS-B (WSAG)
Thu 01:39:08 PM,1.0286,103.8395,↗ 52°,196,226,5500,-1111, FlightAware ADS-B (QPG / WSAP)
Thu 01:39:32 PM,1.0425,103.857,↗ 50°,194,223,5075,-659, FlightAware ADS-B (WSAG)
Thu 01:39:49 PM,1.0539,103.8668,↗ 34°,194,223,5050,-122, FlightAware ADS-B (QPG / WSAP)
Thu 01:40:09 PM,1.0698,103.8752,↗ 26°,192,221,5000,-690, FlightAware ADS-B (QPG / WSAP)
Thu 01:40:39 PM,1.0927,103.8852,↗ 23°,187,215,4475,-1125, FlightAware ADS-B (JHB / WMKJ)
Thu 01:41:09 PM,1.1163,103.8952,↗ 23°,183,211,3875,-875, FlightAware ADS-B (TGA / WSAT)
Thu 01:41:39 PM,1.1406,103.9054,↗ 23°,182,209,3600,-500, FlightAware ADS-B (WSAG)
Thu 01:42:09 PM,1.1628,103.9148,↗ 23°,180,207,3375,-650, FlightAware ADS-B (JHB / WMKJ)
Thu 01:42:39 PM,1.1856,103.9245,↗ 23°,179,206,2950,-900, FlightAware ADS-B (QPG / WSAP)
Thu 01:43:09 PM,1.2092,103.9344,↗ 23°,180,207,2475,-900, FlightAware ADS-B (TGA / WSAT)
Thu 01:43:39 PM,1.2311,103.9437,↗ 23°,167,192,2050,-825, FlightAware ADS-B (QPG / WSAP)
Thu 01:44:09 PM,1.2518,103.9524,↗ 23°,150,173,1650,-775, FlightAware ADS-B (JHB / WMKJ)
Thu 01:44:39 PM,1.27,103.9601,↗ 23°,141,162,1275,-723, FlightAware ADS-B (JHB / WMKJ)
Thu 01:45:05 PM,1.2856,103.9668,↗ 23°,141,162,975,-643, Surface and Near-Surface
Thu 01:45:21 PM,1.2949,103.9707,↗ 23°,143,165,825,-703, FlightAware ADS-B (QPG / WSAP)
Thu 01:45:37 PM,1.3057,103.9752,↗ 23°,140,161,600,-750, FlightAware ADS-B (QPG / WSAP)
Thu 01:45:53 PM,1.3143,103.9789,↗ 23°,140,161,425,-703, FlightAware ADS-B (QPG / WSAP)
Thu 01:46:09 PM,1.3235,103.9828,↗ 24°,138,159,225,-656, FlightAware ADS-B (QPG / WSAP)
Thu 01:46:25 PM,1.3339,103.9871,↗ 23°,140,161,75,-563, FlightAware ADS-B (QPG / WSAP)
Thu 01:48:26 PM    Arrival (SIN) @ Thursday 01:48:26 PM +08,,,,,,,, FlightAware
Thu 01:48:26 PM,1.3557,103.9875,↑ 1°,,,,, Estimated
Taxi Time: 3 minutes,,,,,,,,
Thu 01:52:00 PM    Gate Arrival (SIN) @ Thursday 01:52:00 PM +08,,,,,,,, Airline
,,,,,,,,
Wed 12:52:00 PM    Left Gate (KUL) @ Wednesday 12:52:00 PM +08,,,,,,,, Airline
Taxi Time: 13 minutes,,,,,,,,
Wed 01:05:24 PM    Departure (KUL) @ Wednesday 01:05:24 PM +08,,,,,,,, Surface and Near-Surface
Wed 01:05:24 PM,2.7179,101.6912,↘ 146°,169,194,350,, Surface and Near-Surface
Wed 01:05:38 PM,2.709,101.6973,↘ 146°,175,201,700,1500, FlightAware ADS-B (KUL / WMKK)
Wed 01:05:56 PM,2.6963,101.7057,↘ 146°,197,227,1150,1414, FlightAware ADS-B (SZB / WMSA)
Wed 01:06:13 PM,2.6802,101.7126,↓ 169°,226,260,1525,1855, FlightAware ADS-B (KUL / WMKK)
Wed 01:06:34 PM,2.6561,101.7115,↓ 180°,252,290,2325,2654, FlightAware ADS-B (SZB / WMSA)
Wed 01:06:52 PM,2.6348,101.7125,↓ 177°,264,304,3250,2063, FlightAware ADS-B (SZB / WMSA)
Wed 01:07:22 PM,2.5976,101.7151,↓ 176°,275,316,3975,1250, FlightAware ADS-B (SZB / WMSA)
Wed 01:07:52 PM,2.5585,101.7181,↓ 176°,279,321,4500,975, FlightAware ADS-B (SZB / WMSA)
Wed 01:08:22 PM,2.5207,101.7209,↓ 176°,281,323,4950,1156, FlightAware ADS-B (SZB / WMSA)
Wed 01:08:53 PM,2.4808,101.7239,↓ 176°,277,319,5675,2088, FlightAware ADS-B (SZB / WMSA)
Wed 01:09:13 PM,2.4547,101.7281,↓ 160°,286,329,6725,2250, FlightAware ADS-B (SZB / WMSA)
Wed 01:09:31 PM,2.4337,101.7402,↘ 147°,288,331,7100,1125, FlightAware ADS-B (SZB / WMSA)
Wed 01:10:01 PM,2.3999,101.7627,↘ 147°,296,341,7625,1008, FlightAware ADS-B (SZB / WMSA)
Wed 01:10:32 PM,2.3642,101.7861,↘ 147°,295,339,8125,1000, FlightAware ADS-B (MKZ / WMKM)
Wed 01:10:52 PM,2.3413,101.8029,↘ 136°,298,343,8475,1054, FlightAware ADS-B (MKZ / WMKM)
Wed 01:11:09 PM,2.329,101.8231,↘ 115°,298,343,8775,1021, FlightAware ADS-B (SZB / WMSA)
Wed 01:11:39 PM,2.3129,101.86,↘ 114°,300,345,9275,989, FlightAware ADS-B (SZB / WMSA)
Wed 01:11:56 PM,2.3029,101.882,↘ 114°,304,350,9550,1016, FlightAware ADS-B (KUL / WMKK)
Wed 01:12:41 PM,2.2768,101.9406,↘ 114°,309,356,10325,1934, FlightAware ADS-B (SZB / WMSA)
Wed 01:13:12 PM,2.2579,101.9829,↘ 114°,314,361,12000,3098, FlightAware ADS-B (SZB / WMSA)
Wed 01:13:42 PM,2.2406,102.022,↘ 114°,317,365,13475,2775, FlightAware ADS-B (KUL / WMKK)
Wed 01:14:12 PM,2.2226,102.0624,↘ 114°,325,374,14775,2700, FlightAware ADS-B (SZB / WMSA)
Wed 01:14:32 PM,2.2093,102.09,↘ 120°,326,375,15725,2538, FlightAware ADS-B (PKU / WIBB)
Wed 01:15:17 PM,2.1679,102.1432,↘ 129°,333,383,17525,2080, FlightAware ADS-B (SZB / WMSA)
Wed 01:15:47 PM,2.1364,102.1814,↘ 130°,356,410,18325,1302, FlightAware ADS-B (MKZ / WMKM)
Wed 01:16:10 PM,2.1107,102.2127,↘ 126°,378,435,18675,1047, FlightAware ADS-B (SZB / WMSA)
Wed 01:16:30 PM,2.097,102.2454,→ 106°,391,450,19075,2088, FlightAware ADS-B (SZB / WMSA)
Wed 01:17:01 PM,2.0823,102.2994,→ 106°,385,443,20450,1893, FlightAware ADS-B (PKU / WIBB)
Wed 01:17:31 PM,2.0686,102.348,→ 106°,386,444,21000,975, FlightAware ADS-B (WMAP)
Wed 01:18:01 PM,2.0539,102.4007,→ 105°,399,459,21425,1475, FlightAware ADS-B (MKZ / WMKM)
Wed 01:18:31 PM,2.0383,102.4569,→ 106°,403,464,22475,1980, FlightAware ADS-B (PKU / WIBB)
Wed 01:18:51 PM,2.0284,102.4913,→ 108°,407,468,23075,1946, FlightAware ADS-B (MKZ / WMKM)
Wed 01:19:08 PM,2.0144,102.5212,↘ 120°,407,468,23675,1789, FlightAware ADS-B (WMAV)
Wed 01:19:48 PM,1.9713,102.5799,↘ 127°,410,472,24775,1205, FlightAware ADS-B (JHB / WMKJ)
Wed 01:20:14 PM,1.9405,102.6214,↘ 125°,424,488,25000,276, FlightAware ADS-B (MKZ / WMKM)
Wed 01:20:37 PM,1.9198,102.6655,→ 109°,440,506,25000,, FlightAware ADS-B (JHB / WMKJ)
Wed 01:21:07 PM,1.9,102.7241,→ 109°,448,516,25000,, FlightAware ADS-B (JHB / WMKJ)
Wed 01:21:40 PM,1.879,102.7864,→ 109°,460,529,25000,, FlightAware ADS-B (WSAG)
Wed 01:22:05 PM,1.8616,102.8366,↘ 111°,458,527,25000,, FlightAware ADS-B (PKU / WIBB)
Wed 01:22:25 PM,1.8409,102.8728,↘ 126°,431,496,25000,, FlightAware ADS-B (WMAP)
Wed 01:23:07 PM,1.7886,102.931,↘ 132°,390,449,25000,, FlightAware ADS-B (QPG / WSAP)
Wed 01:23:38 PM,1.751,102.9724,↘ 132°,389,448,25000,, FlightAware ADS-B (QPG / WSAP)
Wed 01:24:10 PM,1.7124,103.0144,↘ 132°,391,450,25000,-429, FlightAware ADS-B (XSP / WSSL)
Wed 01:24:41 PM,1.6748,103.0553,↘ 132°,375,432,24550,-1180, FlightAware ADS-B (WSAG)
Wed 01:25:11 PM,1.6404,103.0922,↘ 133°,369,425,23800,-1594, FlightAware ADS-B (WSAG)
Wed 01:25:29 PM,1.6189,103.1135,↘ 139°,366,421,23275,-1853, FlightAware ADS-B (SIN / WSSS)
Wed 01:25:45 PM,1.5938,103.1281,↓ 157°,362,417,22750,-1731, FlightAware ADS-B (WMAP)
Wed 01:26:08 PM,1.5572,103.1424,↓ 158°,358,412,22150,-1613, FlightAware ADS-B (SIN / WSSS)
Wed 01:26:38 PM,1.5128,103.1605,↓ 158°,354,407,21325,-1650, FlightAware ADS-B (XSP / WSSL)
Wed 01:27:08 PM,1.469,103.1782,↓ 158°,350,403,20500,-1650, FlightAware ADS-B (SIN / WSSS)
Wed 01:27:38 PM,1.4245,103.196,↓ 158°,347,399,19675,-1675, FlightAware ADS-B (WSAG)
Wed 01:28:08 PM,1.3773,103.2148,↓ 158°,343,395,18825,-1650, FlightAware ADS-B (SIN / WSSS)
Wed 01:28:38 PM,1.3329,103.2326,↓ 158°,343,395,18025,-1625, FlightAware ADS-B (TGA / WSAT)
Wed 01:29:08 PM,1.2881,103.2503,↓ 158°,343,395,17200,-1673, FlightAware ADS-B (PKU / WIBB)
Wed 01:29:30 PM,1.2545,103.2639,↓ 157°,339,390,16575,-1643, FlightAware ADS-B (WMAP)
Wed 01:29:50 PM,1.2289,103.2774,↘ 149°,340,391,16050,-1650, FlightAware ADS-B (SIN / WSSS)
Wed 01:30:20 PM,1.1859,103.3024,↘ 150°,337,388,15200,-1550, FlightAware ADS-B (WMAP)
Wed 01:30:50 PM,1.1483,103.3241,↘ 150°,331,381,14500,-1500, FlightAware ADS-B (SIN / WSSS)
Wed 01:31:20 PM,1.1115,103.3456,↘ 150°,329,379,13700,-1575, FlightAware ADS-B (WSAG)
Wed 01:31:50 PM,1.0695,103.3697,↘ 150°,324,373,12925,-1475, FlightAware ADS-B (SIN / WSSS)
Wed 01:32:20 PM,1.031,103.392,↘ 150°,317,365,12225,-1368, FlightAware ADS-B (WSAG)
Wed 01:32:47 PM,0.9945,103.4134,↘ 148°,308,354,11625,-1433, FlightAware ADS-B (JHB / WMKJ)
Wed 01:33:05 PM,0.9777,103.4305,↘ 123°,310,357,11150,-1500, FlightAware ADS-B (SIN / WSSS)
Wed 01:33:25 PM,0.9712,103.4572,→ 93°,308,354,10675,-1500, FlightAware ADS-B (WSAG)
Wed 01:33:52 PM,0.9698,103.4965,→ 92°,306,352,9975,-1132, FlightAware ADS-B (QPG / WSAP)
Wed 01:34:22 PM,0.9672,103.5348,→ 94°,284,327,9600,-821, FlightAware ADS-B (WSAG)
Wed 01:34:45 PM,0.9649,103.5657,→ 92°,269,310,9250,-962, FlightAware ADS-B (XSP / WSSL)
Wed 01:35:01 PM,0.9667,103.5856,→ 82°,264,304,8975,-1174, FlightAware ADS-B (TGA / WSAT)
Wed 01:35:31 PM,0.9719,103.6221,→ 82°,258,297,8350,-1200, FlightAware ADS-B (SIN / WSSS)
Wed 01:36:01 PM,0.9763,103.6553,→ 82°,255,293,7775,-1184, FlightAware ADS-B (QPG / WSAP)
Wed 01:36:28 PM,0.9808,103.6866,→ 79°,251,289,7225,-1256, FlightAware ADS-B (JHB / WMKJ)
Wed 01:36:44 PM,0.989,103.7038,↗ 56°,249,287,6875,-1200, FlightAware ADS-B (TGA / WSAT)
Wed 01:37:03 PM,1.0029,103.7204,↗ 50°,247,284,6525,-1224, FlightAware ADS-B (JHB / WMKJ)
Wed 01:37:33 PM,1.0246,103.7464,↗ 51°,245,282,5875,-1175, FlightAware ADS-B (JHB / WMKJ)
Wed 01:38:03 PM,1.0457,103.7725,↗ 51°,240,276,5350,-1050, FlightAware ADS-B (TGA / WSAT)
Wed 01:38:33 PM,1.0664,103.7982,↗ 52°,233,268,4825,-850, FlightAware ADS-B (SIN / WSSS)
Wed 01:39:03 PM,1.0856,103.822,↗ 51°,211,243,4500,-700, FlightAware ADS-B (QPG / WSAP)
Wed 01:39:33 PM,1.1029,103.8434,↗ 51°,193,222,4125,-850, FlightAware ADS-B (QPG / WSAP)
Wed 01:40:03 PM,1.1196,103.8646,↗ 53°,184,212,3650,-1010, FlightAware ADS-B (QPG / WSAP)
Wed 01:40:25 PM,1.1307,103.8789,↗ 51°,180,207,3250,-1115, FlightAware ADS-B (JHB / WMKJ)
Wed 01:40:42 PM,1.1418,103.8884,↗ 34°,177,204,2925,-975, FlightAware ADS-B (QPG / WSAP)
Wed 01:41:05 PM,1.1579,103.8966,↗ 25°,176,203,2600,-577, FlightAware ADS-B (QPG / WSAP)
Wed 01:41:21 PM,1.1699,103.9019,↗ 23°,179,206,2550,-94, FlightAware ADS-B (TGA / WSAT)
Wed 01:41:37 PM,1.183,103.9074,↗ 23°,179,206,2550,33, FlightAware ADS-B (XSP / WSSL)
Wed 01:42:07 PM,1.2058,103.917,↗ 23°,177,204,2575,, FlightAware ADS-B (XSP / WSSL)
Wed 01:42:37 PM,1.2271,103.9261,↗ 24°,152,175,2550,-375, FlightAware ADS-B (QPG / WSAP)
Wed 01:43:07 PM,1.2456,103.9338,↗ 23°,146,168,2200,-725, FlightAware ADS-B (SIN / WSSS)
Wed 01:43:37 PM,1.2643,103.9417,↗ 23°,144,166,1825,-750, FlightAware ADS-B (SIN / WSSS)
Wed 01:44:07 PM,1.283,103.9496,↗ 23°,148,170,1450,-733, FlightAware ADS-B (QPG / WSAP)
Wed 01:44:22 PM,1.2922,103.9535,↗ 23°,142,163,1275,-750, Surface and Near-Surface
Wed 01:44:23 PM,1.293,103.9538,↗ 23°,143,165,1250,-706, FlightAware ADS-B (QPG / WSAP)
Wed 01:44:39 PM,1.3025,103.9578,↗ 23°,142,163,1075,-703, FlightAware ADS-B (WSAG)
Wed 01:44:55 PM,1.3118,103.9618,↗ 23°,138,159,875,-750, FlightAware ADS-B (QPG / WSAP)
Wed 01:45:11 PM,1.3215,103.9658,↗ 23°,136,157,675,-703, FlightAware ADS-B (QPG / WSAP)
Wed 01:45:27 PM,1.3307,103.9697,↗ 23°,137,158,500,-656, FlightAware ADS-B (QPG / WSAP)
Wed 01:45:43 PM,1.3401,103.9737,↗ 23°,138,159,325,-662, FlightAware ADS-B (JHB / WMKJ)
Wed 01:46:01 PM,1.3507,103.9782,↗ 23°,140,161,125,-667, FlightAware ADS-B (QPG / WSAP)
Wed 01:48:00 PM    Arrival (SIN) @ Wednesday 01:48:00 PM +08,,,,,,,, FlightAware
Taxi Time: 6 minutes,,,,,,,,
Wed 01:54:00 PM    Gate Arrival (SIN) @ Wednesday 01:54:00 PM +08,,,,,,,, Airline
,,,,,,,,
Tue 01:04:00 PM    Left Gate (KUL) @ Tuesday 01:04:00 PM +08,,,,,,,, Airline
Taxi Time: 14 minutes,,,,,,,,
Tue 01:18:03 PM    Departure (KUL) @ Tuesday 01:18:03 PM +08,,,,,,,, FlightAware ADS-B (KUL / WMKK)
Tue 01:18:03 PM,2.7085,101.6974,↘ 146°,182,209,625,, FlightAware ADS-B (KUL / WMKK)
Tue 01:18:19 PM,2.6964,101.7057,↘ 146°,203,234,975,1243, FlightAware ADS-B (SZB / WMSA)
Tue 01:18:38 PM,2.6797,101.7122,↓ 173°,231,266,1350,1671, FlightAware ADS-B (KUL / WMKK)
Tue 01:18:54 PM,2.6599,101.7103,↓ 184°,256,295,1950,2780, FlightAware ADS-B (SZB / WMSA)
Tue 01:19:19 PM,2.6298,101.7117,↓ 175°,269,310,3250,3233, FlightAware ADS-B (SZB / WMSA)
Tue 01:19:39 PM,2.604,101.7147,↓ 168°,278,320,4375,3269, FlightAware ADS-B (SZB / WMSA)
Tue 01:19:58 PM,2.584,101.7255,↘ 142°,281,323,5375,3263, FlightAware ADS-B (SZB / WMSA)
Tue 01:20:19 PM,2.568,101.7476,↘ 124°,285,328,6550,3059, FlightAware ADS-B (SZB / WMSA)
Tue 01:20:49 PM,2.5453,101.7798,↘ 126°,293,337,7975,2300, FlightAware ADS-B (SZB / WMSA)
Tue 01:21:19 PM,2.5208,101.8139,↘ 125°,293,337,8850,2217, FlightAware ADS-B (SZB / WMSA)
Tue 01:21:35 PM,2.508,101.832,↘ 125°,296,341,9675,2406, FlightAware ADS-B (MKZ / WMKM)
Tue 01:22:07 PM,2.4827,101.8675,↘ 125°,321,369,10775,2105, FlightAware ADS-B (SZB / WMSA)
Tue 01:22:37 PM,2.4551,101.9061,↘ 125°,342,394,11850,2425, FlightAware ADS-B (SZB / WMSA)
Tue 01:23:07 PM,2.4266,101.9462,↘ 125°,347,399,13200,2150, FlightAware ADS-B (SZB / WMSA)
Tue 01:23:37 PM,2.3991,101.9848,↘ 125°,349,402,14000,1325, FlightAware ADS-B (KUL / WMKK)
Tue 01:24:07 PM,2.3696,102.0261,↘ 125°,357,411,14525,975, FlightAware ADS-B (SZB / WMSA)
Tue 01:24:37 PM,2.3407,102.0664,↘ 125°,357,411,14975,475, FlightAware ADS-B (SZB / WMSA)
Tue 01:25:07 PM,2.3122,102.1064,↘ 125°,357,411,15000,25, FlightAware ADS-B (SZB / WMSA)
Tue 01:25:37 PM,2.2831,102.1473,↘ 125°,356,410,15000,, FlightAware ADS-B (SZB / WMSA)
Tue 01:26:09 PM,2.2525,102.1901,↘ 126°,356,410,15000,, FlightAware ADS-B (MKZ / WMKM)
Tue 01:26:39 PM,2.2235,102.2308,↘ 125°,358,412,15000,, FlightAware ADS-B (MKZ / WMKM)
Tue 01:27:09 PM,2.1944,102.2715,↘ 125°,358,412,15000,25, FlightAware ADS-B (MKZ / WMKM)
Tue 01:27:39 PM,2.1669,102.3101,↘ 125°,358,412,15025,800, FlightAware ADS-B (WMAV)
Tue 01:28:09 PM,2.1376,102.3512,↘ 125°,361,415,15800,2008, FlightAware ADS-B (SZB / WMSA)
Tue 01:28:41 PM,2.107,102.394,↘ 126°,367,422,17100,2484, FlightAware ADS-B (WMAV)
Tue 01:29:13 PM,2.0734,102.4409,↘ 125°,372,428,18450,2419, FlightAware ADS-B (WMAV)
Tue 01:29:43 PM,2.0438,102.4824,↘ 125°,376,433,19600,2025, FlightAware ADS-B (MKZ / WMKM)
Tue 01:30:13 PM,2.0127,102.5258,↘ 126°,387,445,20475,1875, FlightAware ADS-B (MKZ / WMKM)
Tue 01:30:43 PM,1.9797,102.5692,↘ 127°,393,452,21475,2016, FlightAware ADS-B (WMAV)
Tue 01:31:14 PM,1.9464,102.6132,↘ 127°,396,456,22525,2226, FlightAware ADS-B (MKZ / WMKM)
Tue 01:31:45 PM,1.9131,102.6573,↘ 127°,391,450,23775,2090, FlightAware ADS-B (JHB / WMKJ)
Tue 01:32:15 PM,1.8803,102.7008,↘ 127°,389,448,24650,1225, FlightAware ADS-B (MKZ / WMKM)
Tue 01:32:45 PM,1.8474,102.7445,↘ 127°,389,448,25000,350, FlightAware ADS-B (WMAP)
Tue 01:33:15 PM,1.816,102.7861,↘ 127°,387,445,25000,, FlightAware ADS-B (XSP / WSSL)
Tue 01:33:45 PM,1.783,102.8302,↘ 127°,391,450,25000,, FlightAware ADS-B (QPG / WSAP)
Tue 01:34:15 PM,1.7499,102.8742,↘ 126°,390,449,25000,, FlightAware ADS-B (PKU / WIBB)
Tue 01:34:45 PM,1.7221,102.919,↘ 118°,391,450,25000,-24, FlightAware ADS-B (QPG / WSAP)
Tue 01:35:18 PM,1.6937,102.9725,↘ 118°,390,449,24975,-234, FlightAware ADS-B (MKZ / WMKM)
Tue 01:35:49 PM,1.6675,103.0216,↘ 118°,379,436,24750,-664, FlightAware ADS-B (WMAP)
Tue 01:36:19 PM,1.6432,103.0669,↘ 118°,365,420,24300,-930, FlightAware ADS-B (WMAP)
Tue 01:36:39 PM,1.6277,103.0959,↘ 121°,361,415,23975,-1303, FlightAware ADS-B (WMAP)
Tue 01:36:57 PM,1.6084,103.1185,↘ 141°,360,414,23475,-1654, FlightAware ADS-B (MKZ / WMKM)
